sentence,intent,domain
obre la  {cover_classes:device_class} al {position}per cent en s'{area},HassSetPosition,cover
obre la  {cover_classes:device_class} al {position}per cent en la {area},HassSetPosition,cover
obre la  {cover_classes:device_class} al {position}per cent de el {area},HassSetPosition,cover
obre la  {cover_classes:device_class} al {position}per cent de l'{area},HassSetPosition,cover
obre la  {cover_classes:device_class} al {position}per cent de s'{area},HassSetPosition,cover
obre la  {cover_classes:device_class} al {position}per cent de la {area},HassSetPosition,cover
obre la  {cover_classes:device_class} al {position}per cent del el {area},HassSetPosition,cover
obre la  {cover_classes:device_class} al {position}per cent del l'{area},HassSetPosition,cover
obre la  {cover_classes:device_class} al {position}per cent del s'{area},HassSetPosition,cover
obre la  {cover_classes:device_class} al {position}per cent del la {area},HassSetPosition,cover
obre la  {cover_classes:device_class} al {position}per cent a el {area},HassSetPosition,cover
obre la  {cover_classes:device_class} al {position}per cent a l'{area},HassSetPosition,cover
obre la  {cover_classes:device_class} al {position}per cent a s'{area},HassSetPosition,cover
obre la  {cover_classes:device_class} al {position}per cent a la {area},HassSetPosition,cover
obre la  {cover_classes:device_class} al {position}per cent al el {area},HassSetPosition,cover
obre la  {cover_classes:device_class} al {position}per cent al l'{area},HassSetPosition,cover
obre la  {cover_classes:device_class} al {position}per cent al s'{area},HassSetPosition,cover
obre la  {cover_classes:device_class} al {position}per cent al la {area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}% en el {area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}% en l'{area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}% en s'{area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}% en la {area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}% de el {area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}% de l'{area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}% de s'{area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}% de la {area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}% del el {area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}% del l'{area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}% del s'{area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}% del la {area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}% a el {area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}% a l'{area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}% a s'{area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}% a la {area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}% al el {area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}% al l'{area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}% al s'{area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}% al la {area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}per cent en el {area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}per cent en l'{area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}per cent en s'{area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}per cent en la {area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}per cent de el {area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}per cent de l'{area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}per cent de s'{area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}per cent de la {area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}per cent del el {area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}per cent del l'{area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}per cent del s'{area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}per cent del la {area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}per cent a el {area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}per cent a l'{area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}per cent a s'{area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}per cent a la {area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}per cent al el {area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}per cent al l'{area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}per cent al s'{area},HassSetPosition,cover
apujar el  {cover_classes:device_class} al {position}per cent al la {area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}% en el {area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}% en l'{area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}% en s'{area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}% en la {area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}% de el {area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}% de l'{area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}% de s'{area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}% de la {area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}% del el {area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}% del l'{area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}% del s'{area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}% del la {area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}% a el {area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}% a l'{area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}% a s'{area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}% a la {area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}% al el {area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}% al l'{area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}% al s'{area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}% al la {area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}per cent en el {area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}per cent en l'{area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}per cent en s'{area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}per cent en la {area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}per cent de el {area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}per cent de l'{area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}per cent de s'{area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}per cent de la {area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}per cent del el {area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}per cent del l'{area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}per cent del s'{area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}per cent del la {area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}per cent a el {area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}per cent a l'{area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}per cent a s'{area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}per cent a la {area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}per cent al el {area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}per cent al l'{area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}per cent al s'{area},HassSetPosition,cover
apujar els {cover_classes:device_class} al {position}per cent al la {area},HassSetPosition,cover
apujar les {cover_classes:device_class} al {position}% en el {area},HassSetPosition,cover
apujar les {cover_classes:device_class} al {position}% en l'{area},HassSetPosition,cover
apujar les {cover_classes:device_class} al {position}% en s'{area},HassSetPosition,cover
apujar les {cover_classes:device_class} al {position}% en la {area},HassSetPosition,cover
apujar les {cover_classes:device_class} al {position}% de el {area},HassSetPosition,cover
apujar les {cover_classes:device_class} al {position}% de l'{area},HassSetPosition,cover
apujar les {cover_classes:device_class} al {position}% de s'{area},HassSetPosition,cover
apujar les {cover_classes:device_class} al {position}% de la {area},HassSetPosition,cover
apujar les {cover_classes:device_class} al {position}% del el {area},HassSetPosition,cover
apujar les {cover_classes:device_class} al {position}% del l'{area},HassSetPosition,cover
apujar les {cover_classes:device_class} al {position}% del s'{area},HassSetPosition,cover
apujar les {cover_classes:device_class} al {position}% del la {area},HassSetPosition,cover
apujar les {cover_classes:device_class} al {position}% a el {area},HassSetPosition,cover
apujar les {cover_classes:device_class} al {position}% a l'{area},HassSetPosition,cover
apujar les {cover_classes:device_class} al {position}% a s'{area},HassSetPosition,cover
apujar les {cover_classes:device_class} al {position}% a la {area},HassSetPosition,cover
apujar les {cover_classes:device_class} al {position}% al el {area},HassSetPosition,cover
apujar les {cover_classes:device_class} al {position}% al l'{area},HassSetPosition,cover
apujar les {cover_classes:device_class} al {position}% al s'{area},HassSetPosition,cover
apujar les {cover_classes:device_class} al {position}% al la {area},HassSetPosition,cover
apujar les {cover_classes:device_class} al {position}per cent en el {area},HassSetPosition,cover
apujar les {cover_classes:device_class} al {position}per cent en l'{area},HassSetPosition,cover
apujar les {cover_classes:device_class} al {position}per cent en s'{area},HassSetPosition,cover
apujar les {cover_classes:device_class} al {position}per cent en la {area},HassSetPosition,cover
apujar les {cover_classes:device_class} al {position}per cent de el {area},HassSetPosition,cover
apujar les {cover_classes:device_class} al {position}per cent de l'{area},HassSetPosition,cover
apujar les {cover_classes:device_class} al {position}per cent de s'{area},HassSetPosition,cover
